"mkt","measure","name","Value"
"BEARING - APPLICATIONS","NUMBER","NEEM OIL, CLAR. HYD.",1.2
"BEARING - APPLICATIONS","NUMBER","NOVALURON",2.2
"BEARING - APPLICATIONS","NUMBER","PETROLEUM DISTILLATE",NA
"BEARING - APPLICATIONS","NUMBER","POTASSIUM SALTS",NA
"BEARING - APPLICATIONS","NUMBER","PYRETHRINS",1.6
"BEARING - APPLICATIONS","NUMBER","PYRIPROXYFEN",NA
"BEARING - APPLICATIONS","NUMBER","SPINETORAM",1.5
"BEARING - APPLICATIONS","NUMBER","SPINOSAD",1.3
"BEARING - APPLICATIONS","NUMBER","SPIROMESIFEN",1.1
"BEARING - APPLICATIONS","NUMBER","THIAMETHOXAM",1.4
"BEARING - APPLICATIONS","NUMBER","CAPRIC ACID",NA
"BEARING - APPLICATIONS","NUMBER","CAPRYLIC ACID",NA
"BEARING - APPLICATIONS","NUMBER","CHLOROPICRIN",1.1
"BEARING - APPLICATIONS","NUMBER","DICHLOROPROPENE",1.1
"BEARING - APPLICATIONS","NUMBER","FLUTRIAFOL",1.6
"BEARING - APPLICATIONS","NUMBER","HYDROGEN PEROXIDE",2
"BEARING - APPLICATIONS","NUMBER","METAM-POTASSIUM",1.2
"BEARING - APPLICATIONS","NUMBER","MINERAL OIL",NA
"BEARING - APPLICATIONS","NUMBER","PAECILOMYCES FUMOSOR",NA
"BEARING - APPLICATIONS","NUMBER","PEROXYACETIC ACID",2
"BEARING - APPLICATIONS","NUMBER","POTASSIUM SILICATE",NA
"BEARING - APPLICATIONS","NUMBER","REYNOUTRIA SACHALINE",1.3
"BEARING - TREATED","PCT OF AREA BEARING","AZOXYSTROBIN",18
"BEARING - TREATED","PCT OF AREA BEARING","BACILLUS AMYLOLIQUEFACIENS MBI 600",NA
"BEARING - TREATED","PCT OF AREA BEARING","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",48
"BEARING - TREATED","PCT OF AREA BEARING","BACILLUS PUMILUS",NA
"BEARING - TREATED","PCT OF AREA BEARING","BACILLUS SUBTILIS",11
"BEARING - TREATED","PCT OF AREA BEARING","BORAX DECAHYDRATE",7
"BEARING - TREATED","PCT OF AREA BEARING","BOSCALID",10
"BEARING - TREATED","PCT OF AREA BEARING","CAPTAN",45
"BEARING - TREATED","PCT OF AREA BEARING","COPPER OCTANOATE",NA
"BEARING - TREATED","PCT OF AREA BEARING","CYFLUFENAMID",41
"BEARING - TREATED","PCT OF AREA BEARING","CYPRODINIL",49
"BEARING - TREATED","PCT OF AREA BEARING","FENHEXAMID",44
"BEARING - TREATED","PCT OF AREA BEARING","FLUDIOXONIL",49
"BEARING - TREATED","PCT OF AREA BEARING","FLUOPYRAM",39
"BEARING - TREATED","PCT OF AREA BEARING","FLUXAPYROXAD",23
"BEARING - TREATED","PCT OF AREA BEARING","MEFENOXAM",11
"BEARING - TREATED","PCT OF AREA BEARING","MYCLOBUTANIL",44
"BEARING - TREATED","PCT OF AREA BEARING","PENTHIOPYRAD",25
"BEARING - TREATED","PCT OF AREA BEARING","POLYOXIN D ZINC SALT",32
"BEARING - TREATED","PCT OF AREA BEARING","POTASSIUM BICARBON.",3
"BEARING - TREATED","PCT OF AREA BEARING","PROPICONAZOLE",21
"BEARING - TREATED","PCT OF AREA BEARING","PYRACLOSTROBIN",35
"BEARING - TREATED","PCT OF AREA BEARING","PYRIMETHANIL",28
"BEARING - TREATED","PCT OF AREA BEARING","QUINOLINE",37
"BEARING - TREATED","PCT OF AREA BEARING","STREPTOMYCES LYDICUS",NA
"BEARING - TREATED","PCT OF AREA BEARING","SULFUR",88
"BEARING - TREATED","PCT OF AREA BEARING","TETRACONAZOLE",38
"BEARING - TREATED","PCT OF AREA BEARING","THIOPHANATE-METHYL",29
"BEARING - TREATED","PCT OF AREA BEARING","THIRAM",49
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",99
"BEARING - TREATED","PCT OF AREA BEARING","TRIFLOXYSTROBIN",40
"BEARING - TREATED","PCT OF AREA BEARING","TRIFLUMIZOLE",35
"BEARING - TREATED","PCT OF AREA BEARING","FLUMIOXAZIN",12
"BEARING - TREATED","PCT OF AREA BEARING","GLYPHOSATE POT. SALT",NA
"BEARING - TREATED","PCT OF AREA BEARING","NAPROPAMIDE",NA
"BEARING - TREATED","PCT OF AREA BEARING","OXYFLUORFEN",11
"BEARING - TREATED","PCT OF AREA BEARING","PENDIMETHALIN",20
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",27
"BEARING - TREATED","PCT OF AREA BEARING","ABAMECTIN",20
"BEARING - TREATED","PCT OF AREA BEARING","ACEQUINOCYL",42
"BEARING - TREATED","PCT OF AREA BEARING","ACETAMIPRID",32
"BEARING - TREATED","PCT OF AREA BEARING","AZADIRACHTIN",30
"BEARING - TREATED","PCT OF AREA BEARING","BIFENAZATE",49
"BEARING - TREATED","PCT OF AREA BEARING","BIFENTHRIN",45
"BEARING - TREATED","PCT OF AREA BEARING","BT KURSTAK ABTS-1857",61
"BEARING - TREATED","PCT OF AREA BEARING","BT KURSTAKI ABTS-351",5
"BEARING - TREATED","PCT OF AREA BEARING","BT KURSTAKI EG7841",NA
"BEARING - TREATED","PCT OF AREA BEARING","BT KURSTAKI SA-11",17
"BEARING - TREATED","PCT OF AREA BEARING","BT SUB AIZAWAI GC-91",NA
"BEARING - TREATED","PCT OF AREA BEARING","BUPROFEZIN",NA
"BEARING - TREATED","PCT OF AREA BEARING","BURKHOLDERIA A396 CELLS & MEDIA",NA
"BEARING - TREATED","PCT OF AREA BEARING","CHLORANTRANILIPROLE",43
"BEARING - TREATED","PCT OF AREA BEARING","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",7
"BEARING - TREATED","PCT OF AREA BEARING","CYANTRANILIPROLE",19
"BEARING - TREATED","PCT OF AREA BEARING","CYFLUMETOFEN",49
"BEARING - TREATED","PCT OF AREA BEARING","FENPROPATHRIN",25
"BEARING - TREATED","PCT OF AREA BEARING","FENPYROXIMATE",4
"BEARING - TREATED","PCT OF AREA BEARING","FLONICAMID",57
"BEARING - TREATED","PCT OF AREA BEARING","FLUPYRADIFURONE",38
"BEARING - TREATED","PCT OF AREA BEARING","HELICOVERPA ZEA NPV",NA
"BEARING - TREATED","PCT OF AREA BEARING","HEXYTHIAZOX",26
"BEARING - TREATED","PCT OF AREA BEARING","IMIDACLOPRID",10
"BEARING - TREATED","PCT OF AREA BEARING","MALATHION",30
"BEARING - TREATED","PCT OF AREA BEARING","METHOXYFENOZIDE",30
"BEARING - TREATED","PCT OF AREA BEARING","NALED",7
"BEARING - TREATED","PCT OF AREA BEARING","NEEM OIL",7
"BEARING - TREATED","PCT OF AREA BEARING","NEEM OIL, CLAR. HYD.",6
"BEARING - TREATED","PCT OF AREA BEARING","NOVALURON",49
"BEARING - TREATED","PCT OF AREA BEARING","PETROLEUM DISTILLATE",NA
"BEARING - TREATED","PCT OF AREA BEARING","POTASSIUM SALTS",NA
"BEARING - TREATED","PCT OF AREA BEARING","PYRETHRINS",3
"BEARING - TREATED","PCT OF AREA BEARING","PYRIPROXYFEN",NA
"BEARING - TREATED","PCT OF AREA BEARING","SPINETORAM",48
"BEARING - TREATED","PCT OF AREA BEARING","SPINOSAD",36
"BEARING - TREATED","PCT OF AREA BEARING","SPIROMESIFEN",7
"BEARING - TREATED","PCT OF AREA BEARING","THIAMETHOXAM",17
"BEARING - TREATED","PCT OF AREA BEARING","CAPRIC ACID",NA
"BEARING - TREATED","PCT OF AREA BEARING","CAPRYLIC ACID",NA
"BEARING - TREATED","PCT OF AREA BEARING","CHLOROPICRIN",66
"BEARING - TREATED","PCT OF AREA BEARING","DICHLOROPROPENE",28
"BEARING - TREATED","PCT OF AREA BEARING","FLUTRIAFOL",36
"BEARING - TREATED","PCT OF AREA BEARING","HYDROGEN PEROXIDE",5
"BEARING - TREATED","PCT OF AREA BEARING","METAM-POTASSIUM",9
"BEARING - TREATED","PCT OF AREA BEARING","MINERAL OIL",NA
"BEARING - TREATED","PCT OF AREA BEARING","PAECILOMYCES FUMOSOR",NA
"BEARING - TREATED","PCT OF AREA BEARING","PEROXYACETIC ACID",5
"BEARING - TREATED","PCT OF AREA BEARING","POTASSIUM SILICATE",NA
"BEARING - TREATED","PCT OF AREA BEARING","REYNOUTRIA SACHALINE",29
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",86
"BEARING - APPLICATIONS","LB","AZOXYSTROBIN",NA
"BEARING - APPLICATIONS","LB","BORAX DECAHYDRATE",NA
"BEARING - APPLICATIONS","LB","CAPTAN",135100
"BEARING - APPLICATIONS","LB","CYPRODINIL",5500
"BEARING - APPLICATIONS","LB","FLUDIOXONIL",4500
"BEARING - APPLICATIONS","LB","THIRAM",142400
"BEARING - APPLICATIONS","LB","TOTAL)",303200
"BEARING - APPLICATIONS","LB","COPPER ETHANOLAMINE",NA
"BEARING - APPLICATIONS","LB","DIMETHENAMID",NA
"BEARING - APPLICATIONS","LB","FLUROXYPYR 1-MHE",NA
"BEARING - APPLICATIONS","LB","HALOSULFURON-METHYL",NA
"BEARING - APPLICATIONS","LB","KANTOR",NA
"BEARING - APPLICATIONS","LB","TOTAL)",2600
"BEARING - APPLICATIONS","LB","ABAMECTIN",NA
"BEARING - APPLICATIONS","LB","ACETAMIPRID",NA
"BEARING - APPLICATIONS","LB","BIFENTHRIN",NA
"BEARING - APPLICATIONS","LB","CARBARYL",NA
"BEARING - APPLICATIONS","LB","CHLORANTRANILIPROLE",NA
"BEARING - APPLICATIONS","LB","CYFLUMETOFEN",NA
"BEARING - APPLICATIONS","LB","FENAZAQUIN",NA
"BEARING - APPLICATIONS","LB","METHOXYFENOZIDE",NA
"BEARING - APPLICATIONS","LB","NOVALURON",1100
"BEARING - APPLICATIONS","LB","SPINETORAM",700
"BEARING - APPLICATIONS","LB","SPIROMESIFEN",NA
"BEARING - APPLICATIONS","LB","THIAMETHOXAM",NA
"BEARING - APPLICATIONS","LB","TOTAL)",6200
"BEARING - APPLICATIONS","LB","ETHEPHON",NA
"BEARING - APPLICATIONS","LB","TOTAL)",8600
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","AZOXYSTROBIN",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BORAX DECAHYDRATE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CAPTAN",2.025
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CYPRODINIL",0.294
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUDIOXONIL",0.189
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","THIRAM",2.38
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","COPPER ETHANOLAMINE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","DIMETHENAMID",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUROXYPYR 1-MHE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","HALOSULFURON-METHYL",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","KANTOR",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ABAMECTIN",0.017
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ACETAMIPRID",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BIFENTHRIN",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CARBARYL",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHLORANTRANILIPROLE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CYFLUMETOFEN",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FENAZAQUIN",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","METHOXYFENOZIDE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","NOVALURON",0.072
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SPINETORAM",0.069
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SPIROMESIFEN",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","THIAMETHOXAM",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ETHEPHON",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","AZOXYSTROBIN",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BORAX DECAHYDRATE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CAPTAN",21.339
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CYPRODINIL",0.816
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUDIOXONIL",0.652
"BEARING - APPLICATIONS","LB / ACRE / YEAR","THIRAM",22.509
"BEARING - APPLICATIONS","LB / ACRE / YEAR","COPPER ETHANOLAMINE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","DIMETHENAMID",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUROXYPYR 1-MHE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","HALOSULFURON-METHYL",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","KANTOR",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","ABAMECTIN",0.037
"BEARING - APPLICATIONS","LB / ACRE / YEAR","ACETAMIPRID",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BIFENTHRIN",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CARBARYL",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHLORANTRANILIPROLE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CYFLUMETOFEN",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FENAZAQUIN",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","METHOXYFENOZIDE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","NOVALURON",0.187
"BEARING - APPLICATIONS","LB / ACRE / YEAR","SPINETORAM",0.124
"BEARING - APPLICATIONS","LB / ACRE / YEAR","SPIROMESIFEN",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","THIAMETHOXAM",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","ETHEPHON",NA
"BEARING - APPLICATIONS","NUMBER","AZOXYSTROBIN",NA
"BEARING - APPLICATIONS","NUMBER","BORAX DECAHYDRATE",NA
"BEARING - APPLICATIONS","NUMBER","CAPTAN",10.5
"BEARING - APPLICATIONS","NUMBER","FLUDIOXONIL",3.4
"BEARING - APPLICATIONS","NUMBER","THIRAM",9.5
"BEARING - APPLICATIONS","NUMBER","COPPER ETHANOLAMINE",NA
"BEARING - APPLICATIONS","NUMBER","DIMETHENAMID",NA
"BEARING - APPLICATIONS","NUMBER","FLUROXYPYR 1-MHE",NA
"BEARING - APPLICATIONS","NUMBER","HALOSULFURON-METHYL",NA
"BEARING - APPLICATIONS","NUMBER","KANTOR",NA
"BEARING - APPLICATIONS","NUMBER","ABAMECTIN",2.1
"BEARING - APPLICATIONS","NUMBER","ACETAMIPRID",NA
"BEARING - APPLICATIONS","NUMBER","BIFENTHRIN",NA
"BEARING - APPLICATIONS","NUMBER","CARBARYL",NA
"BEARING - APPLICATIONS","NUMBER","CHLORANTRANILIPROLE",NA
"BEARING - APPLICATIONS","NUMBER","CYFLUMETOFEN",NA
"BEARING - APPLICATIONS","NUMBER","FENAZAQUIN",NA
"BEARING - APPLICATIONS","NUMBER","METHOXYFENOZIDE",NA
"BEARING - APPLICATIONS","NUMBER","NOVALURON",2.6
"BEARING - APPLICATIONS","NUMBER","SPIROMESIFEN",NA
"BEARING - APPLICATIONS","NUMBER","THIAMETHOXAM",NA
"BEARING - APPLICATIONS","NUMBER","ETHEPHON",NA
"BEARING - TREATED","PCT OF AREA BEARING","AZOXYSTROBIN",NA
"BEARING - TREATED","PCT OF AREA BEARING","BORAX DECAHYDRATE",NA
"BEARING - TREATED","PCT OF AREA BEARING","CAPTAN",61
"BEARING - TREATED","PCT OF AREA BEARING","CYPRODINIL",65
"BEARING - TREATED","PCT OF AREA BEARING","FLUDIOXONIL",66
"BEARING - TREATED","PCT OF AREA BEARING","THIRAM",61
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",66
"BEARING - TREATED","PCT OF AREA BEARING","COPPER ETHANOLAMINE",NA
"BEARING - TREATED","PCT OF AREA BEARING","DIMETHENAMID",NA
"BEARING - TREATED","PCT OF AREA BEARING","FLUROXYPYR 1-MHE",NA
"BEARING - TREATED","PCT OF AREA BEARING","HALOSULFURON-METHYL",NA
"BEARING - TREATED","PCT OF AREA BEARING","KANTOR",NA
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",9
"BEARING - TREATED","PCT OF AREA BEARING","ABAMECTIN",7
"BEARING - TREATED","PCT OF AREA BEARING","ACETAMIPRID",NA
"BEARING - TREATED","PCT OF AREA BEARING","BIFENTHRIN",NA
"BEARING - TREATED","PCT OF AREA BEARING","CARBARYL",NA
"BEARING - TREATED","PCT OF AREA BEARING","CHLORANTRANILIPROLE",NA
"BEARING - TREATED","PCT OF AREA BEARING","CYFLUMETOFEN",NA
"BEARING - TREATED","PCT OF AREA BEARING","FENAZAQUIN",NA
"BEARING - TREATED","PCT OF AREA BEARING","METHOXYFENOZIDE",NA
"BEARING - TREATED","PCT OF AREA BEARING","NOVALURON",58
"BEARING - TREATED","PCT OF AREA BEARING","SPINETORAM",57
"BEARING - TREATED","PCT OF AREA BEARING","SPIROMESIFEN",NA
"BEARING - TREATED","PCT OF AREA BEARING","THIAMETHOXAM",NA
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",62
"BEARING - TREATED","PCT OF AREA BEARING","ETHEPHON",NA
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",49
"BEARING - APPLICATIONS","LB","AZOXYSTROBIN",5500
"BEARING - APPLICATIONS","LB","BACILLUS SUBT. GB03",NA
"BEARING - APPLICATIONS","LB","BLAD",1200
"BEARING - APPLICATIONS","LB","BORAX DECAHYDRATE",300
"BEARING - APPLICATIONS","LB","BOSCALID",6200
"BEARING - APPLICATIONS","LB","CAPTAN",283500
"BEARING - APPLICATIONS","LB","CYFLUFENAMID",400
"BEARING - APPLICATIONS","LB","CYPRODINIL",16600
"BEARING - APPLICATIONS","LB","DIFENOCONAZOLE",900
"BEARING - APPLICATIONS","LB","FENHEXAMID",15000
"BEARING - APPLICATIONS","LB","FLUDIOXONIL",11100
"BEARING - APPLICATIONS","LB","FLUOPYRAM",3900
"BEARING - APPLICATIONS","LB","FLUXAPYROXAD",3900
"BEARING - APPLICATIONS","LB","FOSETYL-AL",34200
"BEARING - APPLICATIONS","LB","MEFENOXAM",9300
"BEARING - APPLICATIONS","LB","MYCLOBUTANIL",5600
"BEARING - APPLICATIONS","LB","PENTHIOPYRAD",7000
"BEARING - APPLICATIONS","LB","POLYOXIN D ZINC SALT",1400
"BEARING - APPLICATIONS","LB","POTASSIUM BICARBON.",11300
"BEARING - APPLICATIONS","LB","PROPICONAZOLE",1600
"BEARING - APPLICATIONS","LB","PYRACLOSTROBIN",7400
"BEARING - APPLICATIONS","LB","PYRIMETHANIL",9300
"BEARING - APPLICATIONS","LB","QUINOLINE",4800
"BEARING - APPLICATIONS","LB","SULFUR",686000
"BEARING - APPLICATIONS","LB","TETRACONAZOLE",600
"BEARING - APPLICATIONS","LB","THIOPHANATE-METHYL",3300
"BEARING - APPLICATIONS","LB","THIRAM",90900
"BEARING - APPLICATIONS","LB","TOTAL)",1233500
"BEARING - APPLICATIONS","LB","TRICHODERMA HARZ.",NA
"BEARING - APPLICATIONS","LB","TRIFLOXYSTROBIN",4200
"BEARING - APPLICATIONS","LB","TRIFLUMIZOLE",7200
"BEARING - APPLICATIONS","LB","CARFENTRAZONE-ETHYL",200
"BEARING - APPLICATIONS","LB","FLUMIOXAZIN",1100
"BEARING - APPLICATIONS","LB","GLUFOSINATE-AMMONIUM",NA
"BEARING - APPLICATIONS","LB","OXYFLUORFEN",1300
"BEARING - APPLICATIONS","LB","PENDIMETHALIN",5500
"BEARING - APPLICATIONS","LB","SULFENTRAZONE",NA
"BEARING - APPLICATIONS","LB","TOTAL)",10200
"BEARING - APPLICATIONS","LB","ABAMECTIN",500
"BEARING - APPLICATIONS","LB","ACEQUINOCYL",5400
"BEARING - APPLICATIONS","LB","ACETAMIPRID",2800
"BEARING - APPLICATIONS","LB","AZADIRACHTIN",800
"BEARING - APPLICATIONS","LB","BIFENAZATE",17900
"BEARING - APPLICATIONS","LB","BIFENTHRIN",7300
"BEARING - APPLICATIONS","LB","CHLORANTRANILIPROLE",1900
"BEARING - APPLICATIONS","LB","CHLORPYRIFOS",NA
"BEARING - APPLICATIONS","LB","CYANTRANILIPROLE",900
"BEARING - APPLICATIONS","LB","CYFLUMETOFEN",5200
"BEARING - APPLICATIONS","LB","ETOXAZOLE",1200
"BEARING - APPLICATIONS","LB","FENPROPATHRIN",6000
"BEARING - APPLICATIONS","LB","FENPYROXIMATE",400
"BEARING - APPLICATIONS","LB","FLONICAMID",3300
"BEARING - APPLICATIONS","LB","FLUPYRADIFURONE",4800
"BEARING - APPLICATIONS","LB","HEXYTHIAZOX",2300
"BEARING - APPLICATIONS","LB","IMIDACLOPRID",3500
"BEARING - APPLICATIONS","LB","MALATHION",56700
"BEARING - APPLICATIONS","LB","METHOXYFENOZIDE",3300
"BEARING - APPLICATIONS","LB","NALED",12700
"BEARING - APPLICATIONS","LB","NEEM OIL",1100
"BEARING - APPLICATIONS","LB","NEEM OIL, CLAR. HYD.",51600
"BEARING - APPLICATIONS","LB","NOVALURON",4600
"BEARING - APPLICATIONS","LB","PIPERONYL BUTOXIDE",1200
"BEARING - APPLICATIONS","LB","PYRETHRINS",200
"BEARING - APPLICATIONS","LB","PYRIPROXYFEN",100
"BEARING - APPLICATIONS","LB","SOYBEAN OIL",NA
"BEARING - APPLICATIONS","LB","SPINETORAM",2300
"BEARING - APPLICATIONS","LB","SPINOSAD",600
"BEARING - APPLICATIONS","LB","SPIROMESIFEN",1800
"BEARING - APPLICATIONS","LB","SULFOXAFLOR",1000
"BEARING - APPLICATIONS","LB","THIAMETHOXAM",1400
"BEARING - APPLICATIONS","LB","TOTAL)",212600
"BEARING - APPLICATIONS","LB","ZETA-CYPERMETHRIN",NA
"BEARING - APPLICATIONS","LB","AUREOBASIDIUM PULLULANS DSM 14940",NA
"BEARING - APPLICATIONS","LB","AUREOBASIDIUM PULLULANS DSM 14941",NA
"BEARING - APPLICATIONS","LB","BT KURSTAKI SA-12",NA
"BEARING - APPLICATIONS","LB","CHLOROPICRIN",6146600
"BEARING - APPLICATIONS","LB","DICHLOROPROPENE",1045700
"BEARING - APPLICATIONS","LB","FLUTRIAFOL",1700
"BEARING - APPLICATIONS","LB","GLIOCLADIUM VIRENS",NA
"BEARING - APPLICATIONS","LB","IRON PHOSPHATE",100
"BEARING - APPLICATIONS","LB","METAM-POTASSIUM",254000
"BEARING - APPLICATIONS","LB","METAM-SODIUM",244000
"BEARING - APPLICATIONS","LB","REYNOUTRIA SACHALINE",600
"BEARING - APPLICATIONS","LB","TOTAL)",7698900
"BEARING - APPLICATIONS","LB","TRICHODERMA VIRENS STRAIN G-41",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","AZOXYSTROBIN",0.205
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BACILLUS SUBT. GB03",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BLAD",0.482
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BORAX DECAHYDRATE",0.023
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BOSCALID",0.337
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CAPTAN",1.739
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CYPRODINIL",0.32
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","DIFENOCONAZOLE",0.114
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FENHEXAMID",0.623
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUDIOXONIL",0.213
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUOPYRAM",0.113
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUXAPYROXAD",0.168
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FOSETYL-AL",3.997
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","MEFENOXAM",0.493
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","MYCLOBUTANIL",0.106
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PENTHIOPYRAD",0.303
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","POLYOXIN D ZINC SALT",0.073
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","POTASSIUM BICARBON.",2.381
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PYRACLOSTROBIN",0.169
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PYRIMETHANIL",0.51
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","QUINOLINE",0.097
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SULFUR",3.656
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","TETRACONAZOLE",0.039
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","THIOPHANATE-METHYL",0.669
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","THIRAM",2.219
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","TRICHODERMA HARZ.",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","TRIFLOXYSTROBIN",0.113
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","TRIFLUMIZOLE",0.23
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CARFENTRAZONE-ETHYL",0.024
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUMIOXAZIN",0.089
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","GLUFOSINATE-AMMONIUM",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","OXYFLUORFEN",0.313
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PENDIMETHALIN",1.202
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SULFENTRAZONE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ACEQUINOCYL",0.297
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ACETAMIPRID",0.126
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","AZADIRACHTIN",0.034
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BIFENAZATE",0.496
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BIFENTHRIN",0.109
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHLORANTRANILIPROLE",0.067
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHLORPYRIFOS",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CYANTRANILIPROLE",0.111
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ETOXAZOLE",0.135
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FENPROPATHRIN",0.286
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FENPYROXIMATE",0.103
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLONICAMID",0.085
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUPYRADIFURONE",0.158
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","HEXYTHIAZOX",0.177
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","IMIDACLOPRID",0.515
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","MALATHION",1.991
